customerID,ActualChurn,ChurnLabel,PredictedProb,RiskSegment,tenure_group,tenure,MonthlyCharges,TotalCharges,Contract_Month-to-month,Contract_One year,Contract_Two year,PaymentMethod_Bank transfer (automatic),PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check,InternetService_DSL,InternetService_Fiber optic,InternetService_No,gender_Female,gender_Male,SeniorCitizen,Partner,Dependents
2985-JUUBZ,0,No,0.006181778,Low,24-48,40,74.55,3015.75,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0,1,1
6390-DSAZX,0,No,0.0071318713,Low,0-12,1,73.6,73.6,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0,0,1
0895-LMRSF,1,Yes,0.08087731,Low,12-24,23,64.9,1509.8,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0,0,0
8098-LLAZX,0,No,0.23140334,Low,0-12,4,95.45,396.1,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1,0,0
8266-VBFQL,0,No,0.013697638,Low,0-12,4,90.4,356.65,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0,0,0
8181-YHCMF,0,No,0.15394308,Low,48-72,68,60.3,4109.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0,1,1
2240-HSJQD,1,Yes,0.950493,Critical,24-48,38,81.85,3141.7,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0,0,1
1248-DYXUB,0,No,0.39545387,Medium,48-72,52,24.8,1229.1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0,1,1
0265-EDXBD,0,No,0.0011303481,Low,24-48,32,74.9,2303.35,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1,1,0
4115-BNPJY,1,Yes,0.41588765,Medium,24-48,29,75.55,2054.4,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0,1,1
3167-SNQPL,0,No,0.014290636,Low,24-48,38,101.15,3741.85,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1,1,1
4091-TVOCN,0,No,0.007327528,Low,24-48,48,78.75,3682.45,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0,0,1
1098-TDVUQ,1,Yes,0.2692607,Medium,0-12,1,19.25,19.25,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0,0,0
7277-OZCGZ,0,No,0.64654726,High,12-24,22,89.05,1886.25,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0,0,0
1557-EMYVT,0,No,0.42084292,Medium,24-48,43,115.05,4895.1,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0,0,0
2799-ARNLO,0,No,0.0045238575,Low,0-12,5,69.35,341.6,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1,1,0
7563-BIUPC,0,No,0.06654722,Low,0-12,5,80.6,415.55,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0,0,0
5027-YOCXN,1,Yes,0.01741398,Low,48-72,51,110.05,5686.4,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0,1,1
3973-SKMLN,0,No,0.050027493,Low,48-72,71,19.9,1355.1,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0,0,0
2321-OMBXY,0,No,0.31972045,Medium,24-48,38,80.3,3058.65,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0,1,1
2840-XANRC,0,No,0.11278455,Low,12-24,24,93.15,2231.05,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1,1,0
6745-JEFZB,0,No,0.030296769,Low,24-48,35,91.5,3236.35,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0,1,0
5020-ZSTTY,0,No,0.02687233,Low,48-72,54,82.45,4350.1,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1,0,0
9880-TDQAC,0,No,0.08151891,Low,48-72,72,60.0,4264.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0,1,1
8705-WZCYL,0,No,0.34748313,Medium,0-12,1,44.8,44.8,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0,0,0
7102-JJVTX,0,No,0.16672242,Low,0-12,9,48.6,422.3,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0,1,1
8626-PTQGE,1,Yes,0.95781523,Critical,48-72,69,60.05,4176.7,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0,0,0
4983-CLMLV,0,No,0.48755172,Medium,48-72,52,102.7,5138.1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0,1,0
5701-YVSVF,0,No,0.010669746,Low,0-12,11,82.9,880.05,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1,1,0
5804-LEPIM,0,No,0.0017080308,Low,0-12,2,70.35,139.05,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1,0,0
5697-GOMBF,0,No,0.036972266,Low,24-48,28,35.9,973.65,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1,1,1
2739-CACDQ,0,No,0.8320418,Critical,12-24,17,82.65,1470.05,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1,0,0
9385-EHGDO,0,No,0.35739067,Medium,24-48,35,19.85,739.35,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0,1,1
9498-FIMXL,0,No,0.08853813,Low,0-12,8,19.2,161.95,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0,0,0
2379-GYFLQ,0,No,0.0034981088,Low,24-48,46,94.9,4422.95,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0,0,0
0122-OAHPZ,0,No,0.67652714,High,0-12,7,73.85,511.25,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0,0,0
2868-SNELZ,1,Yes,0.7620696,Critical,0-12,2,80.6,155.8,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0,0,0
4322-RCYMT,1,Yes,0.31984788,Medium,48-72,68,75.8,5293.95,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0,1,1
6680-NENYN,0,No,0.0036577363,Low,24-48,43,104.6,4759.85,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0,0,0
2088-IEBAU,0,No,0.035023123,Low,48-72,68,88.15,6148.45,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0,0,0
7982-VCELR,1,Yes,0.09530637,Low,24-48,36,94.8,3565.65,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0,0,0
1343-EHPYB,0,No,0.09358687,Low,48-72,63,103.4,6603.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0,1,0
6035-BXTTY,0,No,0.18527797,Low,24-48,32,54.65,1830.1,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1,0,0
6885-PKOAM,0,No,0.88153607,Critical,48-72,71,85.75,6223.8,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0,1,0
7520-HQWJU,0,No,0.3242232,Medium,48-72,66,67.45,4508.65,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0,1,1
9639-BUJXT,0,No,0.10999642,Low,48-72,63,20.5,1328.15,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0,0,0
5924-SNGKP,0,No,0.037995264,Low,24-48,41,20.25,865.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0,0,1
0021-IKXGC,0,No,0.37037626,Medium,0-12,1,72.1,72.1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1,0,0
2034-GDRCN,1,Yes,0.83957654,Critical,0-12,2,90.4,168.2,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0,0,0
8966-SNIZF,0,No,0.43454194,Medium,48-72,70,19.45,1303.5,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0,1,0
6243-OZGFH,0,No,0.003334488,Low,12-24,23,44.95,996.85,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0,0,0
4654-DLAMQ,1,Yes,0.89408857,Critical,48-72,64,97.0,6430.9,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1,1,0
0513-RBGPE,0,No,0.2193597,Low,24-48,37,62.8,2278.75,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0,1,1
5160-UXJED,0,No,0.004497466,Low,12-24,17,44.6,681.4,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0,0,1
4115-NZRKS,0,No,0.0023005984,Low,0-12,7,89.15,574.35,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1,0,0
0219-YTZUE,1,Yes,0.82477635,Critical,0-12,4,84.8,371.9,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0,1,1
0623-IIHUG,1,Yes,0.55920637,High,12-24,21,41.9,840.1,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1,0,0
4572-DVCGN,0,No,0.041528642,Low,0-12,10,80.25,846.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0,0,0
3351-NGXYI,0,No,0.45865634,Medium,12-24,16,54.1,889.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1,0,0
8984-EYLLL,1,Yes,0.8449432,Critical,48-72,64,105.25,6823.4,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0,1,0
9057-MSWCO,0,No,0.001944729,Low,24-48,27,30.75,805.1,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1,1,0
9833-TGFHX,0,No,0.002078095,Low,24-48,42,97.1,4016.75,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0,1,1
9294-TDIPC,0,No,0.7103861,High,0-12,5,20.2,83.75,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0,0,1
5229-DTFYB,0,No,0.73016095,High,24-48,41,98.8,3959.15,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0,0,0
0104-PPXDV,0,No,0.07916386,Low,48-72,58,50.3,2878.55,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0,1,0
5176-LMJXE,0,No,0.21082948,Low,24-48,47,20.55,945.7,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0,0,0
3583-KRKMD,1,Yes,0.7978229,Critical,12-24,18,75.9,1373.05,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0,0,0
1010-DIAUQ,0,No,0.084982954,Low,0-12,5,96.5,492.55,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0,0,0
9069-LGEUL,1,Yes,0.39725903,Medium,12-24,23,59.95,1406.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0,1,0
7302-ZHMHP,0,No,0.00898497,Low,0-12,1,19.15,19.15,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0,0,0
9571-EDEBV,1,Yes,0.05704832,Low,48-72,71,98.65,6962.85,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0,1,0
3520-FJGCV,1,Yes,0.94950825,Critical,48-72,72,112.6,8126.65,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0,1,1
6563-VRERX,0,No,0.27677166,Medium,24-48,33,20.6,690.25,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0,1,1
0259-GBZSH,0,No,0.28754076,Medium,0-12,2,85.65,181.5,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0,0,0
6122-EFVKN,0,No,0.0037351113,Low,12-24,24,35.75,830.8,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0,0,1
2805-EDJPQ,1,Yes,0.44172952,Medium,48-72,56,99.75,5608.4,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0,1,1
6862-CQUMB,1,Yes,0.32044083,Medium,24-48,37,96.1,3646.8,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0,0,0
7156-MXBJE,0,No,0.0020646967,Low,24-48,43,85.1,3662.25,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0,0,0
6158-HDPXZ,0,No,0.76903355,Critical,0-12,1,25.35,25.35,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0,0,0
9601-BRXPO,0,No,0.032674167,Low,24-48,25,104.95,2566.5,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0,1,0
2863-IMQDR,0,No,0.058752935,Low,48-72,61,89.65,5308.7,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0,0,0
5686-CMAWK,0,No,0.02920561,Low,12-24,17,86.75,1410.25,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0,0,0
5651-CRHKQ,1,Yes,0.93063056,Critical,24-48,41,86.2,3339.05,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0,1,0
6905-NIQIN,0,No,0.09496073,Low,0-12,1,50.65,50.65,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0,0,0
8204-YJCLA,0,No,0.17913061,Low,48-72,72,64.8,4732.35,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1,1,1
5167-ZFFMM,1,Yes,0.14410457,Low,0-12,1,90.85,90.85,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0,0,0
6583-SZVGP,0,No,0.7308474,High,24-48,48,108.1,5067.45,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0,0,0
4895-TMWIR,0,No,0.09037403,Low,0-12,11,19.95,214.75,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1,1,0
0533-BNWKF,1,Yes,0.48359838,Medium,48-72,55,85.45,4874.7,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1,1,0
1708-PBBOA,0,No,0.062438793,Low,24-48,42,54.75,2348.45,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0,0,0
8782-LKFPK,0,No,0.40651163,Medium,24-48,44,90.4,4063.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0,0,0
5522-JBWMO,0,No,0.005466207,Low,0-12,1,44.0,44.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0,0,1
3597-MVHJT,0,No,0.6844252,High,24-48,27,95.6,2595.25,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0,0,0
9774-NRNAU,1,Yes,0.7968975,Critical,24-48,27,84.8,2309.55,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1,1,0
0224-RLWWD,1,Yes,0.097220264,Low,0-12,2,44.3,89.3,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1,0,0
9967-ATRFS,0,No,0.59114724,High,12-24,19,19.9,367.55,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0,0,0
3951-NJCVI,0,No,0.8768884,Critical,24-48,42,95.05,3944.5,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1,1,0
2977-CEBSX,1,Yes,0.42412597,Medium,48-72,66,90.05,5965.95,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0,0,0
0177-PXBAT,1,Yes,0.6415107,High,24-48,33,109.9,3694.7,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1,1,0
6599-CEBNN,1,Yes,0.8780324,Critical,24-48,34,73.95,2524.45,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0,0,0
2519-ERQOJ,0,No,0.6936506,High,24-48,33,54.6,1803.7,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1,0,0
5876-QMYLD,0,No,0.021929473,Low,12-24,23,20.05,415.1,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0,1,1
2277-AXSDC,0,No,0.008699624,Low,24-48,32,19.75,624.15,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0,0,0
9442-JTWDL,0,No,0.3145262,Medium,0-12,11,20.05,237.7,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0,0,0
0979-PHULV,0,No,0.89712554,Critical,48-72,69,99.45,7007.6,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0,1,1
3067-SVMTC,0,No,0.5974685,High,48-72,68,55.9,3848.8,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0,1,0
5495-GPSRW,0,No,0.18027961,Low,12-24,20,19.7,419.4,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0,0,0
7606-BPHHN,0,No,0.5171617,High,48-72,72,19.8,1468.75,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0,0,0
4742-DRORA,0,No,0.303228,Medium,48-72,60,95.4,5812.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0,1,1
0111-KLBQG,0,No,0.92527753,Critical,24-48,32,93.95,2861.45,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1,1,1
4800-VHZKI,0,No,0.011272146,Low,0-12,1,19.9,19.9,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0,0,0
7989-CHGTL,0,No,0.39168364,Medium,0-12,1,19.6,19.6,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0,0,0
0334-GDDSO,0,No,0.08008544,Low,0-12,3,81.35,233.7,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1,0,0
4163-NCJAK,1,Yes,0.65976954,High,24-48,46,24.45,1066.15,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0,1,0
5233-AOZUF,1,Yes,0.4761415,Medium,24-48,29,74.95,2149.05,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0,1,0
5973-EJGDP,0,No,0.44978797,Medium,48-72,51,87.35,4473.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0,0,0
1996-DBMUS,0,No,0.8973209,Critical,24-48,48,70.65,3545.05,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1,1,0
7916-VCCPB,1,Yes,0.70138973,High,12-24,16,73.25,1195.75,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0,1,1
4686-GEFRM,0,No,0.031636994,Low,48-72,70,98.7,6858.9,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0,1,0
5249-QYHEX,0,No,0.7627666,Critical,24-48,40,24.8,1024.7,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0,1,1
0578-SKVMF,0,No,0.17524093,Low,12-24,22,83.3,1845.9,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0,1,1
5564-NEMQO,1,Yes,0.32193547,Medium,0-12,1,75.3,75.3,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1,0,0
2233-FAGXV,1,Yes,0.11038378,Low,0-12,5,24.3,132.25,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0,1,1
5605-IYGFG,0,No,0.009136276,Low,0-12,7,69.85,515.45,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0,0,0
7663-ZTEGJ,0,No,0.18655634,Low,24-48,29,100.55,2830.45,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0,0,1
3935-TBRZZ,1,Yes,0.59947324,High,24-48,44,25.7,1110.5,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0,1,1
8111-BKVDS,0,No,0.098560855,Low,0-12,10,40.7,449.3,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0,0,0
2055-SIFSS,0,No,0.0051545887,Low,48-72,55,51.65,2838.55,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1,1,0
2806-MLNTI,0,No,0.027837673,Low,48-72,52,105.1,5376.4,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1,1,0
8734-DKSTZ,1,Yes,0.20510118,Low,0-12,10,85.95,858.6,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0,1,1
4360-PNRQB,0,No,0.13393033,Low,12-24,18,75.6,1395.05,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0,0,0
6152-ONASV,0,No,0.011424568,Low,48-72,68,58.25,3975.7,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0,1,0
9063-ZGTUY,1,Yes,0.69421715,High,48-72,61,19.4,1182.55,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0,1,1
7781-HVGMK,0,No,0.03248331,Low,48-72,72,65.2,4784.45,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0,1,1
2181-UAESM,0,No,0.06241069,Low,0-12,2,53.45,119.5,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0,0,0
2957-LOLHO,0,No,0.5537772,High,0-12,12,45.4,518.9,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0,0,0
6048-NJXHX,0,No,0.45695937,Medium,24-48,41,19.75,899.45,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0,1,0
2320-SLKMB,0,No,0.022467742,Low,24-48,26,44.45,1183.8,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0,0,0
4980-URKXC,1,Yes,0.7855657,Critical,24-48,36,20.85,720.05,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0,1,0
4376-KFVRS,1,Yes,0.84751666,Critical,48-72,72,114.05,8468.2,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0,1,1
5886-VLQVU,0,No,0.046054132,Low,24-48,35,89.85,3161.2,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0,1,0
3577-AMVUX,1,Yes,0.9450787,Critical,0-12,1,55.05,55.05,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0,0,0
0771-WLCLA,1,Yes,0.35401314,Medium,12-24,16,112.95,1882.55,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0,1,1
5628-RKIFK,0,No,0.010945687,Low,48-72,49,101.55,5070.4,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1,0,0
0206-TBWLC,1,Yes,0.4484673,Medium,48-72,54,114.65,6049.5,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0,1,0
2937-FTHUR,0,No,0.036185574,Low,12-24,18,64.8,1166.7,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0,0,1
1910-FMXJM,0,No,0.06079199,Low,24-48,36,80.4,2937.65,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0,1,0
7752-XUSCI,0,No,0.4762439,Medium,48-72,60,105.9,6396.45,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0,0,0
4110-PFEUZ,0,No,0.8844299,Critical,0-12,1,69.55,69.55,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0,0,0
0732-OCQOC,0,No,0.009260381,Low,48-72,52,25.05,1270.25,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0,1,1
